Index	Name	Type	Nullable	References	Description
0	amname	name			"name of the access method"
1	amstrategies	int2			"number of operator strategies for this access method, or zero if access method does not have a fixed set of operator strategies"
2	amsupport	int2			"number of support routines for this access method"
3	amcanorder	bool			"does the access method support ordered scans?"
4	amcanunique	bool			"does the access method support unique indexes?"
5	amcanmulticol	bool			"does the access method support multicolumn indexes?"
6	amoptionalkey	bool			"does the access method support a scan without any constraint for the first index column?"
7	amindexnulls	bool			"does the access method support null index entries?"
8	amsearchnulls	bool			"does the access method support is null searches?"
9	amstorage	bool			"can index storage data type differ from column data type?"
10	amclusterable	bool			"can an index of this type be clustered on?"
11	aminsert	regproc		pg_proc.oid	"""insert this tuple"" function"
12	ambeginscan	regproc		pg_proc.oid	"""start new scan"" function"
13	amgettuple	regproc		pg_proc.oid	"""next valid tuple"" function"
14	amgetmulti	regproc		pg_proc.oid	"""fetch multiple tuples"" function"
15	amrescan	regproc		pg_proc.oid	"""restart this scan"" function"
16	amendscan	regproc		pg_proc.oid	"""end this scan"" function"
17	ammarkpos	regproc		pg_proc.oid	"""mark current scan position"" function"
18	amrestrpos	regproc		pg_proc.oid	"""restore marked scan position"" function"
19	ambuild	regproc		pg_proc.oid	"""build new index"" function"
20	ambulkdelete	regproc		pg_proc.oid	"bulk-delete function"
21	amvacuumcleanup	regproc		pg_proc.oid	"post-vacuum cleanup function"
22	amcostestimate	regproc		pg_proc.oid	"function to estimate cost of an index scan"
23	amoptions	regproc		pg_proc.oid	"function to parse and validate reloptions for an index"
