Index	Name	Type	Nullable	References	Description
0	locktype	text			"type of the lockable object: relation, extend, page, tuple, transactionid, virtualxid, object, userlock, or advisory"
1	database	oid		pg_database.oid	"oid of the database in which the lock target exists, or zero if the target is a shared object, or null if the target is a transaction id"
2	relation	oid		pg_class.oid	"oid of the relation targeted by the lock, or null if the target is not a relation or part of a relation"
3	page	integer			"page number targeted by the lock within the relation, or null if the target is not a relation page or tuple"
4	tuple	smallint			"tuple number targeted by the lock within the page, or null if the target is not a tuple"
5	virtualxid	text			"virtual id of the transaction targeted by the lock, or null if the target is not a virtual transaction id"
6	transactionid	xid			"id of the transaction targeted by the lock, or null if the target is not a transaction id"
7	classid	oid		pg_class.oid	"oid of the system catalog containing the lock target, or null if the target is not a general database object"
8	objid	oid		"any oid column"	"oid of the lock target within its system catalog, or null if the target is not a general database object"
9	objsubid	smallint			"column number targeted by the lock (the classid and objid refer to the table itself), or zero if the target is some other general database object, or null if the target is not a general database object"
10	virtualtransaction	text			"virtual id of the transaction that is holding or awaiting this lock"
11	pid	integer			"process id of the server process holding or awaiting this lock, or null if the lock is held by a prepared transaction"
12	mode	text			"name of the lock mode held or desired by this process (see section 13.3.1 and section 13.2.3)"
13	granted	boolean			"true if lock is held, false if lock is awaited"
14	fastpath	boolean			"true if lock was taken via fast path, false if taken via main lock table"
